,district,HouseType,Building,Object status,Location of the house,Object location,House type,The floor,Usable area,Land area,Parking,Year of reconstruction,Water,Transport,Energy efficiency of the building,Equipment,Lift,companyName,proximityIndex,Index,Built-up area,Store,Garage,Gas,Garden area,Year of approval,Swimming pool,Cena,Floor area,Indicator of energy efficiency of the building,Certificate of energy performance of the building,Barrier-free,Ceiling height,Housing costs,Number of flats,Starting price,Expert opinion,Minimum bid,Auction principal,Type of auction,Place of auction,The date of the auction,The date of the 1st inspection,The date of the 2nd inspection,Auction decree,Expert opinion.1,Pool area,Condition,Date of completion of construction,Soil construction,Sale start date,Inspection date,Inspection date to,Minimum purchase price,Share size,Number of owners,locationLat,locationLong,price,lokální plynové,heating_unknown,ústřední plynové,lokální tuhá paliva,jiné,lokální elektrické,ústřední tuhá paliva,ústřední elektrické,ústřední dálkové,podlahové,veřejná kanalizace,jímka,čov pro celý objekt,septik,garbage_unknown,trativod,230v,400v,electricity_unknown,120v,telecommunication_unknown,telefon,internet,kabelové rozvody,satelit,kabelová televize,ostatní,communication_unknown,asfaltová,neupravená,dlážděná,betonová,zpevněná,šotolina,štěrková,provize,právního,dph,poplatků,cena k jednání
14319,zlin,"chaty
",Cihlová,Dobrý,Samostatný,Okraj obce,Patrový,1,35,1056.0,,,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,0,,REALITY PRORADOST Ing. Radek Schneider,1386.4375,14800,16.0,1,,,,1991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1715891,17.5113718,1260000,,True,,,,,,,,,,,,,True,,True,,,,True,,,,,,,True,,,,,,,,,,,,
3351,benesov,"projekty-na-klic
",Cihlová,Projekt,Samostatný,Okraj obce,Přízemní,1,66,1.0,,,,,Třída B - Velmi úsporná,,,HAVE reality s.r.o.,199.76470588235293,3444,77.0,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7818921,14.6869121,3490000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,,,True,,,,,,,,True,,
2801,decin,"chalupy
",Cihlová,Dobrý,Samostatný,,Patrový,2,170,1321.0,,,,,Třída G - Mimořádně nehospodárná,,,"Broker Consulting, a.s.",2717.0714285714284,2869,,20 m2,1.0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,51.0081683,14.2831521,2390000,,,,,,,True,,,,,,,,True,,True,,,,True,,,,,,,True,,,,,,,,,,,,
14254,zlin,"rodinne-domy
",Cihlová,Dobrý,Řadový,Centrum obce,Přízemní,1. podlaží z celkem 3,72,147.0,,,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,Částečně,,Vaše realitka,462.22222222222223,14732,38.0,,,Plynovod,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.223722,17.6690506,3850000,,True,,,,,,,,,True,,,,,,,,True,,True,,,,,,,True,,,,,,,,True,True,,,
13863,kromeriz,"rodinne-domy
",Cihlová,Před rekonstrukcí,Samostatný,Klidná část obce,Přízemní,1,70,798.0,1.0,,Studna,,Třída G - Mimořádně nehospodárná,,,Dumrealit.cz Development,1943.7058823529408,14329,267.0,,1.0,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3422707,17.5270518,2990000,,,True,,,,,,,,True,,,,,,True,,,,,,True,,,,,True,,,,,,,,True,,,,
3262,benesov,"chalupy
",Kamenná,Po rekonstrukci,,Rušná část obce,Patrový,2 včetně 1 podzemního,169,479.0,1.0,2012.0,Studna,,Třída G - Mimořádně nehospodárná,Částečně,,ArchiMarket,360.53333333333336,3355,143.0,1,,,,,,,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6403939,14.6380296,7500000,,,,,,True,,,,,,True,,,,,,,True,,True,,,,,,,,True,,,,,,,,,,,
4514,melnik,"rodinne-domy
",Cihlová,Před rekonstrukcí,Samostatný,Okraj obce,Patrový,4 včetně 1 podzemního,1294,1823.0,10.0,,Místní zdroj,"Silnice, MHD, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,0,0.0,M&M reality,2099.5882352941176,4650,,1,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,50.2895235,14.4949307,13900000,,,,True,,,,,,,,True,,,,,True,True,,,True,,,,,,,True,,,,,,,,,,,,
6036,rakovnik,"rodinne-domy
",Smíšená,Dobrý,,Klidná část obce,Patrový,,40,720.0,,,Studna,Autobus,Třída G - Mimořádně nehospodárná,,0.0,Reality Lexová s.r.o.,2941.4,6228,,7 m2,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0383427,13.5286688,998000,,,,True,,,,,,,,,,True,,,True,True,,,True,,,,,,,True,,,,,,,,,,,,
3413,beroun,"rodinne-domy
",Cihlová,Novostavba,Samostatný,Okraj obce,Přízemní,2,114,619.0,4.0,,Dálkový vodovod,,Třída B - Velmi úsporná č. 148/2007 Sb. podle vyhlášky,Částečně,,RE/MAX Alfa,1715.2222222222222,3508,106.0,,,,,2016.0,1.0,,,"94,0 kWh/m^2 za rok",Zobrazit průkaz energetické náročnosti budovy,,,,,,,,,,,,,,,,6.0,,,,,,,,,,49.9542382,14.0147893,10500000,,,,,,,,True,,True,True,,,,,,True,,,,,,True,,,,,,True,,,,,,,,,,,
7817,prachatice,"rodinne-domy
",Cihlová,Před rekonstrukcí,Samostatný,Okraj obce,Patrový,,250,11112.0,1.0,,Dálkový vodovod,"Vlak, Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,0,0.0,Vimmo - Vogel Immobilien,1020.3076923076924,8089,960.0,1,,,,,,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1017923,13.666585,4150000,,True,,,,,,,,,,,,True,,,,True,,,True,,,,,,,True,,,,,,,,,,,,
5353,praha-zapad,"rodinne-domy
",Cihlová,Velmi dobrý,Samostatný,Okraj obce,Patrový,4,500,2978.0,1.0,,Dálkový vodovod,,Třída G - Mimořádně nehospodárná,1,,Duna House,1872.5,5512,308.0,,1.0,Plynovod,2378.0,2000.0,1.0,,500.0,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,50.0470818,14.1876041,35000000,,,,,True,,,,,,True,,,,,,True,True,,,True,,,,,,,True,,,,,,,,,,,,
8639,pelhrimov,"rodinne-domy
",Kamenná,Dobrý,Řadový,Klidná část obce,Patrový,2,310,276.0,2.0,,Dálkový vodovod,"Vlak, Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Částečně,0.0,M&M reality,1164.0,8931,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8537406,15.6197512,2990000,True,,,,,,,,,,True,,,,,,True,True,,True,True,,,,,,,True,,,,,,,,,,,,
2645,decin,"rodinne-domy
",Smíšená,Dobrý,Samostatný,Centrum obce,Patrový,2,244,630.0,,,Dálkový vodovod,"Vlak, MHD, Autobus",Třída G - Mimořádně nehospodárná,,,MD REALITY s.r.o.,1776.7333333333331,2710,122.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9903291,14.335875,2500000,,True,,,,,,,,,,True,,,,,True,True,,,True,,,,,,,True,,,,,,,,,,,,
2078,louny,"rodinne-domy
",Cihlová,Dobrý,Řadový,,Patrový,,80,220.0,,,"Místní zdroj, Dálkový vodovod","Silnice, Autobus",Třída G - Mimořádně nehospodárná,,,MAXIMA REALITY,2708.611111111112,2122,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3189135,13.8255081,3150000,,,,True,,,,,,,True,,,,,,True,True,,,True,,,,,,,True,,,,,,,,,,,,
523,sokolov,"rodinne-domy
",Cihlová,Dobrý,Samostatný,,Patrový,3,239,516.0,,,Dálkový vodovod,"Vlak, Silnice",Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,,0.0,HARVILLA - REALITY s.r.o.,632.1333333333333,530,145.0,1,,Plynovod,,,,,239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3321973,12.517467,3900000,True,,,,,,,,,,True,,,,,,,True,,,True,,,,,,,True,,,,,,,,,,,,
13591,prostejov,"projekty-na-klic
",Montovaná,Projekt,,,Přízemní,,103,1.0,,,,,,,,Qhouse - Quality house s.r.o.,1282.3684210526317,14046,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4910793,17.1338622,3393840,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,
12435,brno-venkov,"rodinne-domy
",Cihlová,Před rekonstrukcí,,Okraj obce,Přízemní,,123,551.0,,,Dálkový vodovod,,Třída G - Mimořádně nehospodárná,,,Reality Mgr. Zdeňka Justanová Lukášková,2362.1666666666665,12855,286.0,1,1.0,,265.0,,,,,,,,,,,,,,,,,,,,,,,,,,22.09.2022,,,,,,49.1382316,16.2763813,2990000,,,,,,,,True,,,,,,True,,,,,True,,True,,,,,,,,True,,,,,,,,,,,
3592,beroun,"chaty
",Cihlová,Velmi dobrý,Samostatný,Klidná část obce,Patrový,2,37,407.0,,,Místní zdroj,"Silnice, Autobus",,Částečně,,Milan Škoda - QARA s.r.o.,1591.235294117647,3693,32.0,1,,,407.0,,,,37.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,49.9745791,14.0711717,3250000,,,,True,,,,,,,,True,,,,,,,True,,,,True,,,,,,True,,,,,,,,,,,
8484,jihlava,"rodinne-domy
",Smíšená,Dobrý,Řadový,Klidná část obce,Přízemní,1. podlaží z celkem 1,105,1937.0,1.0,,"Místní zdroj, Dálkový vodovod","Silnice, Autobus",Třída G - Mimořádně nehospodárná,1,,Fincentrum Reality,2218.058823529412,8775,140.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2911919,15.4830063,2990000,,,,,,,True,,,,True,,,,,,True,True,,,,,True,,,,,,True,,,,,,,,,,,
4664,mlada-boleslav,"rodinne-domy
",Cihlová,Velmi dobrý,Samostatný,,Patrový,1,207,1068.0,1.0,,Dálkový vodovod,"Dálnice, Silnice, MHD, Autobus",Třída C - Úsporná č. 78/2013 Sb. podle vyhlášky,0,,NEXT REALITY MLADÁ BOLESLAV,1170.0526315789473,4805,214.0,,1.0,Plynovod,854.0,,1.0,,,,Zobrazit průkaz energetické náročnosti budovy,0.0,,,,,,,,,,,,,,,24.0,,,,,,,,,,50.4424168,14.9149826,13940000,True,,,,,,,,,,True,,,,,,True,,,,True,,,,,,,,True,,,,,,,,,,,
3303,benesov,"chaty
",Dřevěná,Dobrý,Samostatný,Polosamota,Přízemní,1,40,46.0,,,Místní zdroj,"Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,0,,RE/MAX G8 Reality,2900.0,3396,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7574191,14.9167679,3120000,,,,True,,,,,,,,,,,True,,True,True,,,True,,,,,,,,,,,,True,,,,,,,
3210,benesov,"rodinne-domy
",Cihlová,Po rekonstrukci,Samostatný,Klidná část obce,Patrový,2,200,711.0,1.0,,"Místní zdroj, Dálkový vodovod","Dálnice, Autobus",Třída G - Mimořádně nehospodárná,,,Prima reality,2662.375,3302,546.0,,,,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6017628,15.0141049,6300000,,,,True,,True,True,True,,,,True,,,,,True,True,,,,True,True,,,,,True,,,,,,,,,,,,
3313,benesov,"chaty
",Cihlová,Velmi dobrý,Samostatný,,Patrový,3 včetně 1 podzemního,108,520.0,1.0,,Místní zdroj,,,,,Lavo Reality,2569.923076923077,3406,49.0,,1.0,,471.0,,,,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8141864,14.4360955,5900000,,,,True,,,,True,,,,True,,,,,,,True,,True,,,,,,,True,,,,,,,,True,True,,,
7842,prachatice,"chalupy
",Smíšená,Dobrý,Samostatný,Centrum obce,Přízemní,2,60,90.0,,,Místní zdroj,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,0,,RE/MAX Profil,2942.470588235294,8114,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.044031700000005,13.957144805289667,795000,,True,,,,,,,,,,,,,,True,True,,,,True,,,,,,,True,,,,,,,,,,,,
6471,praha-5,"vily
",Cihlová,Ve výstavbě,Samostatný,,Patrový,3,250,320.0,1.0,,,,Třída B - Velmi úsporná č. 264/2020 Sb. podle vyhlášky,,,JRD Development s.r.o.,1061.2380952380952,6681,107.0,,1.0,,320.0,,,,250.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,50.0714262,14.3796525,45000000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,
1497,klatovy,"chalupy
",Cihlová,Dobrý,,,Přízemní,,105,888.0,1.0,,Místní zdroj,"Silnice, Autobus",Třída G - Mimořádně nehospodárná,,,MAXIMA REALITY,3157.0,1525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.365584,13.4176297103614,3488000,,,,,,,True,,,,,,,True,,,True,True,,,True,,,,,,,True,,,,,,,,,,,,
4032,kolin,"rodinne-domy
",Smíšená,Špatný,Samostatný,Klidná část obce,Přízemní,1,93,1953.0,,,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,0,,BOLD realitní kancelář,2802.769230769231,4149,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0789446,15.3910495,3300000,,True,,,,,,,,,,True,,True,,,,,True,,True,,,,,,,True,,,,,,,,,,,,
21,cheb,"rodinne-domy
",Cihlová,Velmi dobrý,Samostatný,Klidná část obce,Patrový,5 včetně 1 podzemního,480,621.0,2.0,,Dálkový vodovod,"Silnice, MHD",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Částečně,0.0,M&M reality,790.6111111111111,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9529596,12.7136006,19000000,True,,,,,,,,,,True,,,,,,True,,,True,,True,True,,,,,True,,,,,,,,,,,,
10821,trutnov,"projekty-na-klic
",Dřevěná,Projekt,Samostatný,Polosamota,Přízemní,,100,1430.0,,,,"Silnice, Autobus",,1,0.0,Bidli,2697.25,11170,100.0,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5376642,15.8480779,2541000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,
10290,jicin,"chalupy
",Smíšená,Dobrý,Samostatný,Centrum obce,Patrový,2,120,256.0,,,"Dálkový vodovod, Studna",,,,,Realitní kancelář CENTRUM s.r.o.,748.3333333333334,10622,84.0,,,,172.0,,,,80.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,50.467857,15.1748851,2250000,,,,True,,,,True,,,True,,,,,,,,True,,True,,,,,,,True,,,,,,,,True,,,,
5008,nymburk,"rodinne-domy
",Cihlová,Dobrý,Samostatný,Klidná část obce,Patrový,3,290,1024.0,1.0,,"Místní zdroj, Dálkový vodovod, Studna","Silnice, Autobus",,1,,RODINNÁ REALITNÍ,1052.6666666666667,5156,,1,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,17.10.2022,,,,,,50.2572113,15.3353585,5700000,,,,,,,True,,,,,,,True,,,True,True,,,,True,True,,,,,,True,,,,,,,,,,,
2547,litomerice,"chaty
",Cihlová,Velmi dobrý,Samostatný,Klidná část obce,Patrový,2,160,360.0,,,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,Částečně,,RE/MAX G8 Reality,1526.571428571429,2610,126.0,80 m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.4763245,13.9900472,3590000,,True,,,,,,,,,,,,,True,,True,True,,,True,,,,,,,True,,,,,,,,,,,,
4292,kutna-hora,"chalupy
",Cihlová,Velmi dobrý,Řadový,Centrum obce,Přízemní,1,88,2037.0,,,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,0,,RE/MAX Diamond,1275.1818181818182,4415,538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8346103,15.2533327,2400000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,
6547,praha-6,"rodinne-domy
",Cihlová,Dobrý,Samostatný,Klidná část obce,Patrový,,140,598.0,,,,,,,,DIR,1018.0,6761,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.068683,14.3091123,14500000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,True,,,,
2249,louny,"rodinne-domy
",Cihlová,Po rekonstrukci,Samostatný,,Patrový,,112,967.0,1.0,,Dálkový vodovod,"Silnice, Autobus",Třída G - Mimořádně nehospodárná,Částečně,,Reality Podbořany,2354.9333333333334,2301,967.0,1,,,616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2338603,13.4442865,4550000,,,,,,,,True,,,,,,,True,,True,,,,,,True,,,,,,True,,,,,,,True,True,,True,
3695,kladno,"rodinne-domy
",Smíšená,Před rekonstrukcí,Samostatný,Klidná část obce,Přízemní,1,163,505.0,,,Studna,"Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,1,,RE/MAX G8 Reality,1300.8333333333333,3797,167.0,24 m2,,,,1893.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,50.0677464,14.014156,4500000,True,,,True,,,,,,,True,,,,,,True,,,,,True,True,,,,,,True,,,,,,,,True,,,
362,karlovy-vary,"rodinne-domy
",Cihlová,Dobrý,Samostatný,Rušná část obce,Patrový,2,980,1361.0,20.0,,Dálkový vodovod,"Vlak, Autobus",Třída G - Mimořádně nehospodárná,,0.0,Dumrealit.cz Bonus,2547.5,366,490.0,1,1.0,Plynovod,,,,,980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3372216,13.0509513,5990000,True,,,,,,,,,,,,,True,,,True,,,,True,,,,,,,True,,,,,,,,,,,,
4955,nymburk,"rodinne-domy
",Cihlová,Novostavba,,,Patrový,2,109,1652.0,2.0,,Dálkový vodovod,"Vlak, Dálnice, Silnice, MHD, Autobus",Třída C - Úsporná,,,V.M.D-PROJEKTY-STAVBY,1928.8,5102,67.0,,,,,2024.0,,,109.0,,,,,3000-4000,,,,,,,,,,,,,,,,,,,,,,,50.1724812,15.2576712,8890000,,,,,,,,,,True,True,,,,,,,True,,,True,,,,,,,,,,,True,,,,,,True,,
11576,semily,"chalupy
",Cihlová,Dobrý,,,Patrový,2,124,1455.0,,,Dálkový vodovod,Silnice,,0,,YD HOME,1257.25,11953,,1,,,1455.0,,,,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6233816,15.508229,3300000,,,,True,,,,,,,,,,True,,,,,True,,True,,,,,,,True,,,,,,,,,,,,
8687,pelhrimov,"chaty
",Dřevěná,Po rekonstrukci,Samostatný,Polosamota,Patrový,2,54,369.0,,,Studna,,Třída E - Nehospodárná č. 264/2020 Sb. podle vyhlášky,Částečně,,Reality Hunal,4031.769230769231,8980,60.0,1 m2,1.0,,309.0,,,,54.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,49.4767204,15.1673162,2950000,,,,True,,True,,,,,,True,,,,,True,,,,,,True,,,,,,,,,,,True,,,,,True,
1723,usti-nad-labem,"rodinne-domy
",Cihlová,Velmi dobrý,Řadový,Klidná část obce,Přízemní,1,97,1038.0,2.0,2020.0,"Místní zdroj, Dálkový vodovod","Vlak, Silnice, MHD, Autobus",Třída B - Velmi úsporná č. 148/2007 Sb. podle vyhlášky,Částečně,0.0,M&M reality,1117.2222222222222,1755,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.647722,14.01787,3500000,,,,True,True,,,,,,True,,,,,,True,True,,True,,True,True,,,,,True,,,,,,,,True,True,,,
6650,praha-8,"rodinne-domy
",Cihlová,Před rekonstrukcí,Rohový,,Patrový,1 včetně 1 podzemního,134,680.0,,,"Dálkový vodovod, Studna","Vlak, Dálnice, Silnice, MHD, Autobus",Třída G - Mimořádně nehospodárná,,,TL Real,1760.4,6871,,42 m2,,Plynovod,440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1635683,14.4837947,11990000,,,,True,,,,,,,True,True,,,,,True,,,,True,,,,,,,True,,,,,,,,True,True,,,
1821,teplice,"rodinne-domy
",Smíšená,Dobrý,Samostatný,,Patrový,1. podlaží z celkem 2,150,800.0,1.0,,Dálkový vodovod,,,1,,Fincentrum Reality,757.7058823529412,1854,100.0,,1.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,50.6847005,13.8577518,2850000,,True,,,,,,,,,True,,,,,,True,,,,True,,,,,,,,True,,,,,,,,,,,
3438,beroun,"rodinne-domy
",Cihlová,Projekt,,,Patrový,2,129,800.0,1.0,,Dálkový vodovod,"Silnice, MHD",Třída B - Velmi úsporná č. 264/2020 Sb. podle vyhlášky,,,YD HOME,2540.5625,3534,89.0,,,Individuální,,,,,129.0,"17,0 kWh/m^2 za rok",,,,,,,,,,,,,,,,,,,,,,,,,,,49.9628237,13.9775941,11047000,,,,,True,,,,,,True,,,,,,,,True,,True,,,,,,,True,,,,,,,,,,,,
3177,benesov,"rodinne-domy
",Cihlová,Ve výstavbě,Rohový,Okraj obce,Přízemní,1,110,552.0,2.0,,Dálkový vodovod,"Vlak, Silnice, MHD, Autobus",Třída B - Velmi úsporná č. 148/2007 Sb. podle vyhlášky,,0.0,M&M reality,1561.1333333333334,3268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.67269,14.6384494,7583000,,True,,,,,,,,,True,,,,,,,True,,True,,True,True,,,True,,True,,,,,,,,,,,,
1269,plzen-jih,"rodinne-domy
",Cihlová,Velmi dobrý,Řadový,Centrum obce,Patrový,2,778,998.0,,,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,1,,RE/MAX G8 Reality,647.3076923076923,1293,425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4857986,13.5820947,11990000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,
6787,praha-9,"rodinne-domy
",Montovaná,Velmi dobrý,Řadový,Klidná část obce,Patrový,2,310,800.0,4.0,,Dálkový vodovod,"Vlak, Dálnice, MHD, Autobus",Třída B - Velmi úsporná,,,Onyxs CZ,1060.3684210526317,7013,184.0,,1.0,Plynovod,616.0,,1.0,,310.0,,,,,,2,,,,,,,,,,,,,,,,,,,,,,50.1115459,14.6244179,29990000,,True,,,,,,,,,True,,,,,,True,,,,,True,True,,,,,True,,,,,,,,,,,,
962,plzen-sever,"rodinne-domy
",Cihlová,Velmi dobrý,Samostatný,Klidná část obce,Patrový,2 včetně 1 podzemního,316,420.0,,,Dálkový vodovod,"Vlak, Silnice, MHD, Autobus",Třída G - Mimořádně nehospodárná,Částečně,,ALSA REAL s.r.o.,585.9285714285714,981,141.0,101 m2,1.0,,420.0,1991.0,,,316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9831457,13.4754858,5250000,,,True,,,,,,,,True,,,,,,True,,,,True,,,,,,,,,,True,,,,,True,True,True,True,
4427,melnik,"rodinne-domy
",Cihlová,Velmi dobrý,V bloku,Okraj obce,Patrový,3 včetně 1 podzemního,190,426.0,2.0,2022.0,Dálkový vodovod,"Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Částečně,0.0,M&M reality,1050.4615384615386,4554,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.4062665,14.4472419,6760000,,,,,True,,,,,,True,True,,,,,True,True,,True,True,,,,,,,True,,,,,,,,,,,,
1526,klatovy,"chaty
",Panelová,Dobrý,Samostatný,Polosamota,Patrový,1. podlaží z celkem 2 včetně 1 podzemního,65,399.0,1.0,,Místní zdroj,Autobus,Třída G - Mimořádně nehospodárná,Částečně,,Fincentrum Reality,2195.7272727272725,1554,43.0,40 m2,,,356.0,,,,60.0,,,0.0,,,,,,,,,,,,,,,,Rezervováno,,1.0,,,,,,,49.3368566,13.4899141,1520000,,,,True,,,,,,,,True,,,,,True,True,,,True,,,,,,,,,True,,,,,,,,,,
14292,zlin,"rodinne-domy
",Cihlová,Ve výstavbě,Samostatný,,Přízemní,1,131,713.0,2.0,,Dálkový vodovod,,Třída C - Úsporná,,,Dumrealit.cz Development,2453.928571428572,14770,131.0,,,,,,,,131.0,"106,0 kWh/m^2 za rok",,,,,,,,,,,,,,,,,,,,,,,,,,,49.2770705,17.6248815,9520100,,,,,True,,,,,,,,True,,,,,,True,,True,,,,,,,True,,,,,,,,,,,,
5554,praha-zapad,"rodinne-domy
",Cihlová,Novostavba,Samostatný,Rušná část obce,Patrový,2,540,1369.0,6.0,,Dálkový vodovod,,,,,Duna House,912.3333333333334,5729,,,,Plynovod,,2022.0,,,540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0337338,14.2312794,40490000,,True,,,,,,,,,True,,,,,,True,True,,,True,,,,,,,True,,,,,,,,,,,True,
15502,ostrava,"rodinne-domy
",Cihlová,Před rekonstrukcí,Samostatný,Klidná část obce,Patrový,2,200,1106.0,,,Dálkový vodovod,,Třída G - Mimořádně nehospodárná,,,ORAVA&KULIČKA,1275.7368421052631,16045,114.0,,,Plynovod,992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8349058,18.3345904,6000000,,,True,,,,,,,,True,,,,,,,,True,,True,,,,,,,True,,,,,,,,,,,,
14492,bruntal,"rodinne-domy
",Cihlová,Dobrý,V bloku,Klidná část obce,Patrový,2,100,596.0,,,Dálkový vodovod,"Vlak, Silnice, MHD, Autobus",Třída G - Mimořádně nehospodárná,0,,Krása bydlení,560.9444444444445,14977,163.0,1,1.0,Plynovod,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,50.0881983,17.7085358,4300000,,,True,,,,,,,,True,,,,,,,,True,,,True,True,,,,,True,,,,,,,,,,,,
14125,vsetin,"chaty
",Smíšená,Dobrý,Samostatný,Klidná část obce,Přízemní,2 včetně 1 podzemního,42,776.0,,,,Silnice,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,0.0,M&M reality,855.4117647058823,14599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3364351,18.0135707,1600000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,
1173,plzen,"rodinne-domy
",Cihlová,Dobrý,V bloku,,Přízemní,1,56,1293.0,,,Dálkový vodovod,,Třída G - Mimořádně nehospodárná,Částečně,0.0,Bidli,2539.0526315789475,1196,56.0,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,Rezervováno,,,,,,,,,49.7076298,13.3154361,8499000,,,,,,,True,,,,,,,True,,,True,,,,True,,,,,,,True,,,,,,,,,,,,
5263,praha-zapad,"rodinne-domy
",Cihlová,Dobrý,Samostatný,,Patrový,,192,1047.0,1.0,,"Místní zdroj, Dálkový vodovod",,Třída D - Méně úsporná,,,ENERGON reality,2265.3529411764707,5420,128.0,,1.0,,919.0,,,,169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8899815,14.2877159,13950000,,,True,,,,,,,,True,,,,,,True,True,,,True,,,,,,,True,,,,,,,,,,,,
